
Due to MODULEPATH changes, the following have been reloaded:
  1) mii/1.1.1

/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/bin/mpiexec
/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/bin/mpirun
Number of Vertices for coarse grid 2253001
Number of Vertices for fine mesh in process  0  115384
2	
	-111111	  3	
order of input  2
order of output  3
Mean of Gaussian  0
Sd of Gaussian  0.3
     31 KSP Residual norm 1.963555148857e-01 
     32 KSP Residual norm 1.961081488783e-01 
     33 KSP Residual norm 1.954666029656e-01 
     34 KSP Residual norm 1.950025805724e-01 
     35 KSP Residual norm 1.946158022619e-01 
     36 KSP Residual norm 1.940561553504e-01 
     37 KSP Residual norm 1.935059557220e-01 
     38 KSP Residual norm 1.930059938903e-01 
     39 KSP Residual norm 1.925539966518e-01 
     40 KSP Residual norm 1.919465875720e-01 
     41 KSP Residual norm 1.913883686940e-01 
     42 KSP Residual norm 1.908305285551e-01 
     43 KSP Residual norm 1.902750842723e-01 
     44 KSP Residual norm 1.896374809364e-01 
     45 KSP Residual norm 1.890210232344e-01 
     46 KSP Residual norm 1.880513253847e-01 
     47 KSP Residual norm 1.870414752754e-01 
     48 KSP Residual norm 1.863685608637e-01 
     49 KSP Residual norm 1.857337226294e-01 
     50 KSP Residual norm 1.850804301061e-01 
     51 KSP Residual norm 1.842835803244e-01 
     52 KSP Residual norm 1.836121268168e-01 
     53 KSP Residual norm 1.828360653049e-01 
     54 KSP Residual norm 1.819965025024e-01 
     55 KSP Residual norm 1.811607204608e-01 
     56 KSP Residual norm 1.802695472020e-01 
     57 KSP Residual norm 1.793222307710e-01 
     58 KSP Residual norm 1.784090143212e-01 
     59 KSP Residual norm 1.773461792646e-01 
     60 KSP Residual norm 1.762985520634e-01 
     61 KSP Residual norm 1.759938933528e-01 
     62 KSP Residual norm 1.757353208159e-01 
     63 KSP Residual norm 1.752910356410e-01 
     64 KSP Residual norm 1.749592547436e-01 
     65 KSP Residual norm 1.746490427335e-01 
     66 KSP Residual norm 1.742004424745e-01 
     67 KSP Residual norm 1.737324938534e-01 
     68 KSP Residual norm 1.732953287184e-01 
     69 KSP Residual norm 1.728694117154e-01 
     70 KSP Residual norm 1.723208828569e-01 
     71 KSP Residual norm 1.717978690619e-01 
     72 KSP Residual norm 1.713207581224e-01 
     73 KSP Residual norm 1.708585379538e-01 
     74 KSP Residual norm 1.702166075427e-01 
     75 KSP Residual norm 1.696691977008e-01 
     76 KSP Residual norm 1.692249997329e-01 
     77 KSP Residual norm 1.686384392658e-01 
     78 KSP Residual norm 1.680470925377e-01 
     79 KSP Residual norm 1.676038026519e-01 
     80 KSP Residual norm 1.671977276046e-01 
     81 KSP Residual norm 1.667508611694e-01 
     82 KSP Residual norm 1.663480985457e-01 
     83 KSP Residual norm 1.659854882960e-01 
     84 KSP Residual norm 1.656476740002e-01 
     85 KSP Residual norm 1.652143666709e-01 
     86 KSP Residual norm 1.648698072577e-01 
     87 KSP Residual norm 1.645646119228e-01 
     88 KSP Residual norm 1.641569041782e-01 
     89 KSP Residual norm 1.637277000741e-01 
     90 KSP Residual norm 1.634035016078e-01 
     91 KSP Residual norm 1.632376700383e-01 
     92 KSP Residual norm 1.630482689017e-01 
     93 KSP Residual norm 1.627203830086e-01 
     94 KSP Residual norm 1.625227299268e-01 
     95 KSP Residual norm 1.623379307336e-01 
     96 KSP Residual norm 1.620444988462e-01 
     97 KSP Residual norm 1.617995064267e-01 
     98 KSP Residual norm 1.615346997254e-01 
     99 KSP Residual norm 1.612594882058e-01 
    100 KSP Residual norm 1.609168890574e-01 
    Linear mg_coarse_ solve did not converge due to DIVERGED_ITS iterations 100
 12 KSP Residual norm 7.590267071158e-07 
      Residual norms for mg_coarse_ solve.
      0 KSP Residual norm 6.534561251690e-01 
      1 KSP Residual norm 4.641030842714e-01 
      2 KSP Residual norm 3.867334773744e-01 
      3 KSP Residual norm 3.464251591892e-01 
      4 KSP Residual norm 3.125912877118e-01 
      5 KSP Residual norm 2.855930538553e-01 
      6 KSP Residual norm 2.688116152750e-01 
      7 KSP Residual norm 2.560619586615e-01 
      8 KSP Residual norm 2.426859210270e-01 
      9 KSP Residual norm 2.324225675329e-01 
     10 KSP Residual norm 2.247071479146e-01 
     11 KSP Residual norm 2.166306304990e-01 
     12 KSP Residual norm 2.095156477965e-01 
     13 KSP Residual norm 2.038329567890e-01 
     14 KSP Residual norm 1.990633583546e-01 
     15 KSP Residual norm 1.944967739957e-01 
     16 KSP Residual norm 1.898554928349e-01 
     17 KSP Residual norm 1.861376231577e-01 
     18 KSP Residual norm 1.829817529257e-01 
     19 KSP Residual norm 1.794218285681e-01 
     20 KSP Residual norm 1.766541140851e-01 
     21 KSP Residual norm 1.744284425688e-01 
     22 KSP Residual norm 1.720207200396e-01 
     23 KSP Residual norm 1.698296253772e-01 
     24 KSP Residual norm 1.680157061902e-01 
     25 KSP Residual norm 1.663374663759e-01 
     26 KSP Residual norm 1.646831954676e-01 
     27 KSP Residual norm 1.631591535853e-01 
     28 KSP Residual norm 1.618719455264e-01 
     29 KSP Residual norm 1.606044373060e-01 
     30 KSP Residual norm 1.592611373284e-01 
     31 KSP Residual norm 1.588053147343e-01 
     32 KSP Residual norm 1.583886439207e-01 
     33 KSP Residual norm 1.575998183776e-01 
     34 KSP Residual norm 1.569724354523e-01 
     35 KSP Residual norm 1.564483247668e-01 
     36 KSP Residual norm 1.556931379639e-01 
     37 KSP Residual norm 1.549679911010e-01 
     38 KSP Residual norm 1.542755413990e-01 
     39 KSP Residual norm 1.536054764321e-01 
     40 KSP Residual norm 1.527484574467e-01 
     41 KSP Residual norm 1.519230897715e-01 
     42 KSP Residual norm 1.510719405038e-01 
     43 KSP Residual norm 1.501927009868e-01 
     44 KSP Residual norm 1.491543348642e-01 
     45 KSP Residual norm 1.481265447811e-01 
     46 KSP Residual norm 1.465795446866e-01 
     47 KSP Residual norm 1.451520547807e-01 
     48 KSP Residual norm 1.439603974229e-01 
     49 KSP Residual norm 1.427679962054e-01 
     50 KSP Residual norm 1.415730003029e-01 
     51 KSP Residual norm 1.400766857558e-01 
     52 KSP Residual norm 1.386754775784e-01 
     53 KSP Residual norm 1.372106177949e-01 
     54 KSP Residual norm 1.356011578638e-01 
     55 KSP Residual norm 1.338808623934e-01 
     56 KSP Residual norm 1.320411801649e-01 
     57 KSP Residual norm 1.301423310284e-01 
     58 KSP Residual norm 1.280614801456e-01 
     59 KSP Residual norm 1.257008197256e-01 
     60 KSP Residual norm 1.234401995088e-01 
     61 KSP Residual norm 1.225081209458e-01 
     62 KSP Residual norm 1.217784981406e-01 
     63 KSP Residual norm 1.209822722166e-01 
     64 KSP Residual norm 1.203058648070e-01 
     65 KSP Residual norm 1.197233217912e-01 
     66 KSP Residual norm 1.189773635448e-01 
     67 KSP Residual norm 1.182758843547e-01 
     68 KSP Residual norm 1.175823202536e-01 
     69 KSP Residual norm 1.168860608037e-01 
     70 KSP Residual norm 1.160908920825e-01 
     71 KSP Residual norm 1.153262472539e-01 
     72 KSP Residual norm 1.145849962544e-01 
     73 KSP Residual norm 1.138900508258e-01 
     74 KSP Residual norm 1.130156458179e-01 
     75 KSP Residual norm 1.121897586672e-01 
     76 KSP Residual norm 1.115539293516e-01 
     77 KSP Residual norm 1.107756055203e-01 
     78 KSP Residual norm 1.099638620258e-01 
     79 KSP Residual norm 1.093177630317e-01 
     80 KSP Residual norm 1.086931455055e-01 
     81 KSP Residual norm 1.080498599931e-01 
     82 KSP Residual norm 1.074828490048e-01 
     83 KSP Residual norm 1.069496872005e-01 
     84 KSP Residual norm 1.064494949193e-01 
     85 KSP Residual norm 1.059040549991e-01 
     86 KSP Residual norm 1.054421575946e-01 
     87 KSP Residual norm 1.050074088191e-01 
     88 KSP Residual norm 1.045064340418e-01 
     89 KSP Residual norm 1.040165699583e-01 
     90 KSP Residual norm 1.035793332910e-01 
     91 KSP Residual norm 1.032675686743e-01 
     92 KSP Residual norm 1.029958565142e-01 
     93 KSP Residual norm 1.026757884632e-01 
     94 KSP Residual norm 1.024039324883e-01 
     95 KSP Residual norm 1.021589187622e-01 
     96 KSP Residual norm 1.018415259486e-01 
     97 KSP Residual norm 1.015430068660e-01 
     98 KSP Residual norm 1.012658942440e-01 
     99 KSP Residual norm 1.009482685886e-01 
    100 KSP Residual norm 1.005654785672e-01 
    Linear mg_coarse_ solve did not converge due to DIVERGED_ITS iterations 100
 13 KSP Residual norm 2.981070713195e-07 
      Residual norms for mg_coarse_ solve.
      0 KSP Residual norm 8.455956725200e-01 
      1 KSP Residual norm 5.975208298212e-01 
      2 KSP Residual norm 4.979584067534e-01 
      3 KSP Residual norm 4.457573193732e-01 
      4 KSP Residual norm 4.016739811229e-01 
      5 KSP Residual norm 3.666729403210e-01 
      6 KSP Residual norm 3.455424156915e-01 
      7 KSP Residual norm 3.284166989931e-01 
      8 KSP Residual norm 3.106670328851e-01 
      9 KSP Residual norm 2.986272536193e-01 
     10 KSP Residual norm 2.890593740716e-01 
     11 KSP Residual norm 2.798870221868e-01 
     12 KSP Residual norm 2.715581246238e-01 
     13 KSP Residual norm 2.644447451736e-01 
     14 KSP Residual norm 2.584879432731e-01 
     15 KSP Residual norm 2.528030986964e-01 
     16 KSP Residual norm 2.475496226485e-01 
     17 KSP Residual norm 2.435597166368e-01 
     18 KSP Residual norm 2.400122114266e-01 
     19 KSP Residual norm 2.360653481805e-01 
     20 KSP Residual norm 2.330269218517e-01 
     21 KSP Residual norm 2.305516513762e-01 
     22 KSP Residual norm 2.279337845929e-01 
     23 KSP Residual norm 2.259141085433e-01 
     24 KSP Residual norm 2.243373530036e-01 
     25 KSP Residual norm 2.228618402651e-01 
     26 KSP Residual norm 2.214726924280e-01 
     27 KSP Residual norm 2.202051231604e-01 
     28 KSP Residual norm 2.192066595326e-01 
     29 KSP Residual norm 2.182371818176e-01 
     30 KSP Residual norm 2.171631376484e-01 
     31 KSP Residual norm 2.168909558300e-01 
     32 KSP Residual norm 2.166450354917e-01 
     33 KSP Residual norm 2.159868301642e-01 
     34 KSP Residual norm 2.155475826420e-01 
     35 KSP Residual norm 2.151326207386e-01 
     36 KSP Residual norm 2.145309511302e-01 
     37 KSP Residual norm 2.139652241696e-01 
     38 KSP Residual norm 2.133984858507e-01 
     39 KSP Residual norm 2.128429206566e-01 
     40 KSP Residual norm 2.121052713287e-01 
     41 KSP Residual norm 2.114238931539e-01 
     42 KSP Residual norm 2.107312970221e-01 
     43 KSP Residual norm 2.100240034134e-01 
     44 KSP Residual norm 2.091993164694e-01 
     45 KSP Residual norm 2.083916148991e-01 
     46 KSP Residual norm 2.071227735151e-01 
     47 KSP Residual norm 2.056049638217e-01 
     48 KSP Residual norm 2.047160002737e-01 
     49 KSP Residual norm 2.038111806905e-01 
     50 KSP Residual norm 2.028615339702e-01 
     51 KSP Residual norm 2.016346576393e-01 
     52 KSP Residual norm 2.005751185986e-01 
     53 KSP Residual norm 1.992833899482e-01 
     54 KSP Residual norm 1.979082258221e-01 
     55 KSP Residual norm 1.964381363683e-01 
     56 KSP Residual norm 1.948090300148e-01 
     57 KSP Residual norm 1.929737259056e-01 
     58 KSP Residual norm 1.910727780840e-01 
     59 KSP Residual norm 1.888851598881e-01 
     60 KSP Residual norm 1.866603125389e-01 
     61 KSP Residual norm 1.858122268620e-01 
     62 KSP Residual norm 1.851007501251e-01 
     63 KSP Residual norm 1.841958833857e-01 
     64 KSP Residual norm 1.834994495905e-01 
     65 KSP Residual norm 1.828127067688e-01 
     66 KSP Residual norm 1.819322749264e-01 
     67 KSP Residual norm 1.811224475958e-01 
     68 KSP Residual norm 1.802477258238e-01 
     69 KSP Residual norm 1.793989779791e-01 
     70 KSP Residual norm 1.783971714580e-01 
     71 KSP Residual norm 1.773574267709e-01 
     72 KSP Residual norm 1.764044371458e-01 
     73 KSP Residual norm 1.755621390101e-01 
     74 KSP Residual norm 1.743694226598e-01 
     75 KSP Residual norm 1.732836403648e-01 
     76 KSP Residual norm 1.724957755891e-01 
     77 KSP Residual norm 1.715396453278e-01 
     78 KSP Residual norm 1.704737506549e-01 
     79 KSP Residual norm 1.697122316165e-01 
     80 KSP Residual norm 1.690504737040e-01 
     81 KSP Residual norm 1.683095011755e-01 
     82 KSP Residual norm 1.676846889744e-01 
     83 KSP Residual norm 1.671466533284e-01 
     84 KSP Residual norm 1.666723539094e-01 
     85 KSP Residual norm 1.660908961270e-01 
     86 KSP Residual norm 1.656674602094e-01 
     87 KSP Residual norm 1.652784573330e-01 
     88 KSP Residual norm 1.647602437981e-01 
     89 KSP Residual norm 1.642309438353e-01 
     90 KSP Residual norm 1.638284413052e-01 
     91 KSP Residual norm 1.635856792684e-01 
     92 KSP Residual norm 1.633230640776e-01 
     93 KSP Residual norm 1.629570352216e-01 
     94 KSP Residual norm 1.627144892673e-01 
     95 KSP Residual norm 1.624435255624e-01 
     96 KSP Residual norm 1.620771993996e-01 
     97 KSP Residual norm 1.617377872750e-01 
     98 KSP Residual norm 1.613502033371e-01 
     99 KSP Residual norm 1.609281400777e-01 
    100 KSP Residual norm 1.603921214050e-01 
    Linear mg_coarse_ solve did not converge due to DIVERGED_ITS iterations 100
 14 KSP Residual norm 1.520096891153e-07 
      Residual norms for mg_coarse_ solve.
      0 KSP Residual norm 8.666521347905e-01 
      1 KSP Residual norm 6.246914227675e-01 
      2 KSP Residual norm 5.217308102169e-01 
      3 KSP Residual norm 4.671761861504e-01 
      4 KSP Residual norm 4.213296393233e-01 
      5 KSP Residual norm 3.846742386398e-01 
      6 KSP Residual norm 3.627020687770e-01 
      7 KSP Residual norm 3.450840781098e-01 
      8 KSP Residual norm 3.265976164243e-01 
      9 KSP Residual norm 3.140657439685e-01 
     10 KSP Residual norm 3.044733944650e-01 
     11 KSP Residual norm 2.940555587540e-01 
     12 KSP Residual norm 2.848922804179e-01 
     13 KSP Residual norm 2.774615929865e-01 
     14 KSP Residual norm 2.712665471984e-01 
     15 KSP Residual norm 2.654389811755e-01 
     16 KSP Residual norm 2.597721277386e-01 
     17 KSP Residual norm 2.552921375748e-01 
     18 KSP Residual norm 2.514771797626e-01 
     19 KSP Residual norm 2.471134766405e-01 
     20 KSP Residual norm 2.438760825952e-01 
     21 KSP Residual norm 2.413733780559e-01 
     22 KSP Residual norm 2.386947608293e-01 
     23 KSP Residual norm 2.364408978741e-01 
     24 KSP Residual norm 2.347244259712e-01 
     25 KSP Residual norm 2.331366720756e-01 
     26 KSP Residual norm 2.316096992637e-01 
     27 KSP Residual norm 2.302476917617e-01 
     28 KSP Residual norm 2.291630959681e-01 
     29 KSP Residual norm 2.281176067244e-01 
     30 KSP Residual norm 2.269227626623e-01 
     31 KSP Residual norm 2.266141086272e-01 
     32 KSP Residual norm 2.263498837084e-01 
     33 KSP Residual norm 2.256278893260e-01 
     34 KSP Residual norm 2.251274136516e-01 
     35 KSP Residual norm 2.246814079649e-01 
     36 KSP Residual norm 2.240297050155e-01 
     37 KSP Residual norm 2.233784505356e-01 
     38 KSP Residual norm 2.227573101891e-01 
     39 KSP Residual norm 2.221677300377e-01 
     40 KSP Residual norm 2.213814716026e-01 
     41 KSP Residual norm 2.206350881140e-01 
     42 KSP Residual norm 2.198706345486e-01 
     43 KSP Residual norm 2.190895129660e-01 
     44 KSP Residual norm 2.181870673792e-01 
     45 KSP Residual norm 2.173111750641e-01 
     46 KSP Residual norm 2.159092524096e-01 
     47 KSP Residual norm 2.143307136762e-01 
     48 KSP Residual norm 2.133430466899e-01 
     49 KSP Residual norm 2.123278833715e-01 
     50 KSP Residual norm 2.112959544982e-01 
     51 KSP Residual norm 2.100116315266e-01 
     52 KSP Residual norm 2.089044470394e-01 
     53 KSP Residual norm 2.075553825127e-01 
     54 KSP Residual norm 2.061121870377e-01 
     55 KSP Residual norm 2.045715727278e-01 
     56 KSP Residual norm 2.028641505691e-01 
     57 KSP Residual norm 2.010217250879e-01 
     58 KSP Residual norm 1.991492085857e-01 
     59 KSP Residual norm 1.969263628425e-01 
     60 KSP Residual norm 1.947128801869e-01 
     61 KSP Residual norm 1.939018296830e-01 
     62 KSP Residual norm 1.932133797625e-01 
     63 KSP Residual norm 1.923198246181e-01 
     64 KSP Residual norm 1.916139711574e-01 
     65 KSP Residual norm 1.909561747684e-01 
     66 KSP Residual norm 1.900802490577e-01 
     67 KSP Residual norm 1.892154653175e-01 
     68 KSP Residual norm 1.883636997063e-01 
     69 KSP Residual norm 1.875395748591e-01 
     70 KSP Residual norm 1.865247909397e-01 
     71 KSP Residual norm 1.854765661336e-01 
     72 KSP Residual norm 1.845068481714e-01 
     73 KSP Residual norm 1.836473716221e-01 
     74 KSP Residual norm 1.823783042852e-01 
     75 KSP Residual norm 1.813217390660e-01 
     76 KSP Residual norm 1.805157346940e-01 
     77 KSP Residual norm 1.794972776243e-01 
     78 KSP Residual norm 1.783943907292e-01 
     79 KSP Residual norm 1.775791967616e-01 
     80 KSP Residual norm 1.768721706355e-01 
     81 KSP Residual norm 1.761078140064e-01 
     82 KSP Residual norm 1.754549099701e-01 
     83 KSP Residual norm 1.748833614850e-01 
     84 KSP Residual norm 1.743775134383e-01 
     85 KSP Residual norm 1.737528996046e-01 
     86 KSP Residual norm 1.732840097259e-01 
     87 KSP Residual norm 1.728717392594e-01 
     88 KSP Residual norm 1.723322093864e-01 
     89 KSP Residual norm 1.717620506854e-01 
     90 KSP Residual norm 1.713225279675e-01 
     91 KSP Residual norm 1.710661729205e-01 
     92 KSP Residual norm 1.708024743127e-01 
     93 KSP Residual norm 1.703923417615e-01 
     94 KSP Residual norm 1.701219531006e-01 
     95 KSP Residual norm 1.698580113692e-01 
     96 KSP Residual norm 1.694563520559e-01 
     97 KSP Residual norm 1.690840687787e-01 
     98 KSP Residual norm 1.686920066395e-01 
     99 KSP Residual norm 1.682551918934e-01 
    100 KSP Residual norm 1.676909091509e-01 
    Linear mg_coarse_ solve did not converge due to DIVERGED_ITS iterations 100
 15 KSP Residual norm 7.934971569962e-08 
      Residual norms for mg_coarse_ solve.
      0 KSP Residual norm 6.151631766024e-01 
      1 KSP Residual norm 4.123954451613e-01 
      2 KSP Residual norm 3.429916251406e-01 
      3 KSP Residual norm 3.069846427333e-01 
      4 KSP Residual norm 2.768999027984e-01 
      5 KSP Residual norm 2.531087626956e-01 
      6 KSP Residual norm 2.378532715104e-01 
      7 KSP Residual norm 2.263015457471e-01 
      8 KSP Residual norm 2.148996998606e-01 
      9 KSP Residual norm 2.062680656386e-01 
     10 KSP Residual norm 1.995591416634e-01 
     11 KSP Residual norm 1.928292546254e-01 
     12 KSP Residual norm 1.867212555416e-01 
     13 KSP Residual norm 1.815881814132e-01 
     14 KSP Residual norm 1.774401556021e-01 
     15 KSP Residual norm 1.736353601143e-01 
     16 KSP Residual norm 1.697292220675e-01 
     17 KSP Residual norm 1.665772396390e-01 
     18 KSP Residual norm 1.639625280260e-01 
     19 KSP Residual norm 1.609966851558e-01 
     20 KSP Residual norm 1.586841010158e-01 
     21 KSP Residual norm 1.568783802056e-01 
     22 KSP Residual norm 1.550056759053e-01 
     23 KSP Residual norm 1.533198168890e-01 
     24 KSP Residual norm 1.519196455792e-01 
     25 KSP Residual norm 1.506656962778e-01 
     26 KSP Residual norm 1.494392350973e-01 
     27 KSP Residual norm 1.482876470324e-01 
     28 KSP Residual norm 1.473696410044e-01 
     29 KSP Residual norm 1.464813326265e-01 
     30 KSP Residual norm 1.454931414124e-01 
     31 KSP Residual norm 1.451779644692e-01 
     32 KSP Residual norm 1.448862535651e-01 
     33 KSP Residual norm 1.443308278203e-01 
     34 KSP Residual norm 1.438910690433e-01 
     35 KSP Residual norm 1.435207180144e-01 
     36 KSP Residual norm 1.429780653099e-01 
     37 KSP Residual norm 1.424545223495e-01 
     38 KSP Residual norm 1.419488645262e-01 
     39 KSP Residual norm 1.414607039280e-01 
     40 KSP Residual norm 1.408248306941e-01 
     41 KSP Residual norm 1.402039230366e-01 
     42 KSP Residual norm 1.395711228515e-01 
     43 KSP Residual norm 1.389285262096e-01 
     44 KSP Residual norm 1.381821476813e-01 
     45 KSP Residual norm 1.374425633103e-01 
     46 KSP Residual norm 1.363134797129e-01 
     47 KSP Residual norm 1.351873229866e-01 
     48 KSP Residual norm 1.343178539843e-01 
     49 KSP Residual norm 1.334994635301e-01 
     50 KSP Residual norm 1.326601886173e-01 
     51 KSP Residual norm 1.316234668964e-01 
     52 KSP Residual norm 1.306675488408e-01 
     53 KSP Residual norm 1.296320772985e-01 
     54 KSP Residual norm 1.284984407704e-01 
     55 KSP Residual norm 1.272891752973e-01 
     56 KSP Residual norm 1.259915656679e-01 
     57 KSP Residual norm 1.247206757825e-01 
     58 KSP Residual norm 1.233143218860e-01 
     59 KSP Residual norm 1.217509789334e-01 
     60 KSP Residual norm 1.202181172592e-01 
     61 KSP Residual norm 1.196237745013e-01 
     62 KSP Residual norm 1.191448350738e-01 
     63 KSP Residual norm 1.186005977970e-01 
     64 KSP Residual norm 1.181507511101e-01 
     65 KSP Residual norm 1.177324852933e-01 
     66 KSP Residual norm 1.171766227813e-01 
     67 KSP Residual norm 1.166746452600e-01 
     68 KSP Residual norm 1.161487264495e-01 
     69 KSP Residual norm 1.156319467518e-01 
     70 KSP Residual norm 1.150455595079e-01 
     71 KSP Residual norm 1.144588847232e-01 
     72 KSP Residual norm 1.138989529706e-01 
     73 KSP Residual norm 1.133530990546e-01 
     74 KSP Residual norm 1.126381704295e-01 
     75 KSP Residual norm 1.119923086171e-01 
     76 KSP Residual norm 1.114775593779e-01 
     77 KSP Residual norm 1.108561088191e-01 
     78 KSP Residual norm 1.101729274332e-01 
     79 KSP Residual norm 1.096510510774e-01 
     80 KSP Residual norm 1.091412374680e-01 
     81 KSP Residual norm 1.086217919841e-01 
     82 KSP Residual norm 1.081851499280e-01 
     83 KSP Residual norm 1.077647159826e-01 
     84 KSP Residual norm 1.073838249441e-01 
     85 KSP Residual norm 1.069577874278e-01 
     86 KSP Residual norm 1.066046481547e-01 
     87 KSP Residual norm 1.062828886919e-01 
     88 KSP Residual norm 1.058819281942e-01 
     89 KSP Residual norm 1.054931587438e-01 
     90 KSP Residual norm 1.051574910027e-01 
     91 KSP Residual norm 1.049180450243e-01 
     92 KSP Residual norm 1.047071723241e-01 
     93 KSP Residual norm 1.044534852381e-01 
     94 KSP Residual norm 1.042440257621e-01 
     95 KSP Residual norm 1.040495676115e-01 
     96 KSP Residual norm 1.037882390291e-01 
     97 KSP Residual norm 1.035445238612e-01 
     98 KSP Residual norm 1.033065410878e-01 
     99 KSP Residual norm 1.030307719352e-01 
    100 KSP Residual norm 1.026887107118e-01 
    Linear mg_coarse_ solve did not converge due to DIVERGED_ITS iterations 100
 16 KSP Residual norm 3.264172171727e-08 
      Residual norms for mg_coarse_ solve.
      0 KSP Residual norm 7.142988497947e-01 
      1 KSP Residual norm 4.896103117576e-01 
      2 KSP Residual norm 4.084286682584e-01 
      3 KSP Residual norm 3.655673484906e-01 
      4 KSP Residual norm 3.297664612714e-01 
      5 KSP Residual norm 3.013631405016e-01 
      6 KSP Residual norm 2.834305661970e-01 
      7 KSP Residual norm 2.696371988536e-01 
      8 KSP Residual norm 2.560344408810e-01 
      9 KSP Residual norm 2.459856765371e-01 
     10 KSP Residual norm 2.382511271654e-01 
     11 KSP Residual norm 2.304409985855e-01 
     12 KSP Residual norm 2.232439220748e-01 
     13 KSP Residual norm 2.173180077728e-01 
     14 KSP Residual norm 2.125058178667e-01 
     15 KSP Residual norm 2.080532562725e-01 
     16 KSP Residual norm 2.035452425025e-01 
     17 KSP Residual norm 1.999424842085e-01 
     18 KSP Residual norm 1.969281433950e-01 
     19 KSP Residual norm 1.934897781262e-01 
     20 KSP Residual norm 1.908822350033e-01 
     21 KSP Residual norm 1.889278798693e-01 
     22 KSP Residual norm 1.869554249751e-01 
     23 KSP Residual norm 1.851970370792e-01 
     24 KSP Residual norm 1.837473896251e-01 
     25 KSP Residual norm 1.824202774424e-01 
     26 KSP Residual norm 1.811248496630e-01 
     27 KSP Residual norm 1.799628827353e-01 
     28 KSP Residual norm 1.790763421353e-01 
     29 KSP Residual norm 1.782392471665e-01 
     30 KSP Residual norm 1.773370115518e-01 
     31 KSP Residual norm 1.770796898356e-01 
     32 KSP Residual norm 1.768574614558e-01 
     33 KSP Residual norm 1.763280994310e-01 
     34 KSP Residual norm 1.759243228669e-01 
     35 KSP Residual norm 1.755783344795e-01 
     36 KSP Residual norm 1.750723871854e-01 
     37 KSP Residual norm 1.745819894583e-01 
     38 KSP Residual norm 1.741238487509e-01 
     39 KSP Residual norm 1.736873048335e-01 
     40 KSP Residual norm 1.731058321088e-01 
     41 KSP Residual norm 1.725451224901e-01 
     42 KSP Residual norm 1.719717336623e-01 
     43 KSP Residual norm 1.713897511662e-01 
     44 KSP Residual norm 1.707254552060e-01 
     45 KSP Residual norm 1.700789721488e-01 
     46 KSP Residual norm 1.690203948719e-01 
     47 KSP Residual norm 1.680042783510e-01 
     48 KSP Residual norm 1.673008283543e-01 
     49 KSP Residual norm 1.666366482957e-01 
     50 KSP Residual norm 1.659489610757e-01 
     51 KSP Residual norm 1.650752738347e-01 
     52 KSP Residual norm 1.642838500525e-01 
     53 KSP Residual norm 1.634203535238e-01 
     54 KSP Residual norm 1.624419493141e-01 
     55 KSP Residual norm 1.614589008773e-01 
     56 KSP Residual norm 1.603822188886e-01 
     57 KSP Residual norm 1.592303151266e-01 
     58 KSP Residual norm 1.580216438252e-01 
     59 KSP Residual norm 1.565648471047e-01 
     60 KSP Residual norm 1.551371056377e-01 
     61 KSP Residual norm 1.546270925294e-01 
     62 KSP Residual norm 1.541933444521e-01 
     63 KSP Residual norm 1.536501966931e-01 
     64 KSP Residual norm 1.532010585310e-01 
     65 KSP Residual norm 1.527723678779e-01 
     66 KSP Residual norm 1.521854053450e-01 
     67 KSP Residual norm 1.515915626524e-01 
     68 KSP Residual norm 1.509956858186e-01 
     69 KSP Residual norm 1.504135946879e-01 
     70 KSP Residual norm 1.497374629027e-01 
     71 KSP Residual norm 1.490533103800e-01 
     72 KSP Residual norm 1.484129903228e-01 
     73 KSP Residual norm 1.478190202609e-01 
     74 KSP Residual norm 1.469593436569e-01 
     75 KSP Residual norm 1.462106540036e-01 
     76 KSP Residual norm 1.456210088758e-01 
     77 KSP Residual norm 1.448702119243e-01 
     78 KSP Residual norm 1.440879350921e-01 
     79 KSP Residual norm 1.434996632009e-01 
     80 KSP Residual norm 1.429667073849e-01 
     81 KSP Residual norm 1.424104220450e-01 
     82 KSP Residual norm 1.419336157717e-01 
     83 KSP Residual norm 1.414983165563e-01 
     84 KSP Residual norm 1.410914064539e-01 
     85 KSP Residual norm 1.406016060744e-01 
     86 KSP Residual norm 1.402148818391e-01 
     87 KSP Residual norm 1.398666033775e-01 
     88 KSP Residual norm 1.394203913669e-01 
     89 KSP Residual norm 1.389602732769e-01 
     90 KSP Residual norm 1.385997916071e-01 
     91 KSP Residual norm 1.383726327566e-01 
     92 KSP Residual norm 1.381486751842e-01 
     93 KSP Residual norm 1.378359267588e-01 
     94 KSP Residual norm 1.376086999804e-01 
     95 KSP Residual norm 1.373841149589e-01 
     96 KSP Residual norm 1.370565801326e-01 
     97 KSP Residual norm 1.367635621357e-01 
     98 KSP Residual norm 1.364552031904e-01 
     99 KSP Residual norm 1.361181201935e-01 
    100 KSP Residual norm 1.356808607086e-01 
    Linear mg_coarse_ solve did not converge due to DIVERGED_ITS iterations 100
 17 KSP Residual norm 1.438516997389e-08 
      Residual norms for mg_coarse_ solve.
      0 KSP Residual norm 9.473947498026e-01 
      1 KSP Residual norm 7.050598172977e-01 
